text,sentiment,problem_type
"Opakowanie eleganckie, towar bez żadnej najmniejszej skazy.",pozytywna,opakowanie
"Może być, chociaż szału na pewno nie ma, ujdzie.",neutralna,jakość
"Warto kupić, cena jest bardzo zachęcająca i niska.",pozytywna,cena
"Najgorsze opakowanie jakie widziałem, zero jakiejkolwiek ochrony.",negatywna,opakowanie
"Zajebiste słuchawki, bas po prostu urywa dupę przy samej ziemi.",pozytywna,jakość
"Dostawa ok, ale towar przyszedł w kompletnie innym kolorze.",negatywna,jakość
"Cena niska, więc jakość też taka sobie, ale ujdzie.",neutralna,cena
"Kurier miły, ale paczka wyglądała na mocno kopaną.",negatywna,opakowanie
"Wszystko działa, szybka wysyłka, pełna profeska obsługa.",pozytywna,dostawa
"Plastik pękł po godzinie normalnego używania, tandeta!",negatywna,jakość
"Rewelacyjny stosunek jakości do ceny, polecam gorąco.",pozytywna,cena
"Paczka dotarła w jeden dzień, byłem w ciężkim szoku.",pozytywna,dostawa
"Zapakowane tak, że nie mogłem tego otworzyć bez noża.",pozytywna,opakowanie
"Działa jak marzenie, w chuj polecam ten model każdemu.",pozytywna,jakość
"Zepsuło się dzień po gwarancji, zaplanowane postarzanie.",negatywna,jakość
"Cena zbyt wysoka jak na taki chiński szmelc i badziew.",negatywna,cena
"Kurier zostawił paczkę w zupełnie innym punkcie odbioru.",negatywna,dostawa
"Wszystko elegancko, towar wart każdej wydanej na niego złotówki.",pozytywna,cena
"Pudełko pogniecione, towar lekko porysowany, słabo.",negatywna,opakowanie
"Jakość premium, widać że to produkt z naprawdę wysokiej półki.",pozytywna,jakość
"Śmierdzi tanią gumą na cały dom, nie polecam nikomu.",negatywna,jakość
"Standard, bez rewelacji ale spełnia swoje podstawowe funkcje.",neutralna,jakość
"Szybko, tanio i solidnie, nic dodać nic ująć, super.",pozytywna,cena
"Paczka dotarła otwarta, brakowało kabla zasilającego.",negatywna,opakowanie
"Działa, ale bateria trzyma o połowę krócej niż w opisie.",negatywna,jakość
"Najlepszy zakup w tym roku, polecam serdecznie wszystkim.",pozytywna,jakość
"Cena ok, przesyłka była darmowa, więc na duży plus.",pozytywna,cena
"Kurier rzucił paczkę pod drzwi i uciekł bez słowa.",negatywna,dostawa
"Zabezpieczone tak, że bombę by to przetrwało, rewelacja.",pozytywna,opakowanie
"Działa tak sobie, bez szału, typowy rynkowy bubel.",neutralna,jakość
"Wszystko w porządku, polecam sprzedawcę w stu procentach.",pozytywna,dostawa
"Cena zdecydowanie za wysoka za taki kawałek plastiku.",negatywna,cena
"Pudełko pogniecione, towar na szczęście bez żadnych wad.",neutralna,opakowanie
"Najlepszy wybór w tej kategorii cenowej, polecam każdemu.",pozytywna,cena
"Rozpadło się przy pierwszym użyciu, totalna tragedia.",negatywna,jakość
"Dostawa w weekend, wielki plus za szybkość realizacji.",pozytywna,dostawa
"Opakowanie rozerwane, towar wyglądał jakby był używany.",negatywna,opakowanie
"Warto było kupić, cena jest bardzo przystępna i niska.",pozytywna,cena
"Jakość tragiczna, śmierdzi tanim klejem, farbą i syfem.",negatywna,jakość
"Paczka dotarła na czas, bez żadnych przykrych przygód.",pozytywna,dostawa
"Produkt przyszedł z wadą, wygląda na kiepska kontrolę jakości.",negatywna,jakość
"Jakość jest krucha, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Produkt przeciętna, nic wyjątkowego, ale spełnia swoje zadanie. Ogólnie jest w porządku.",neutralna,jakość
"Opakowanie było małe i bardzo dobrze zabezpieczone, nic nie uszkodzone.",pozytywna,opakowanie
"Opakowanie było małe i bardzo dobrze zabezpieczone, nic nie uszkodzone.",pozytywna,opakowanie
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu. Kontakt ze sklepem utrudniony.",negatywna,dostawa
"Zbyt drogo w porównaniu do konkurencji, nie warto. Musiałem składać reklamację.",negatywna,cena
"Opakowanie poprawne, nic szczególnego.",neutralna,opakowanie
"Świetna logistyka — dostałem zamówienie wcześniej niż planowano.",pozytywna,dostawa
"Jakość jest zaskakująco dobra, produkt wygląda solidnie i działa jak trzeba. Obsługa klienta też na plus.",pozytywna,jakość
"Pudełko lekko pogniecione, ale zawartość na szczęście cała. Nie mam większych uwag.",neutralna,opakowanie
"Zaskoczyła mnie świetna jakość w tej cenie.",pozytywna,jakość
"Jakość OK, do codziennego użytku wystarczy.",neutralna,jakość
"Wysyłka w porządku, bez niespodzianek.",neutralna,dostawa
"Wykonanie słaba — elementy są źle spasowane. Kontakt ze sklepem utrudniony.",negatywna,jakość
"Bardzo dobre wykonanie (marka), zgodne z opisem i zdjęciami. Kupione na prezent i się sprawdziło.",pozytywna,jakość
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Wykonanie kiepska, elementy są źle spasowane.",negatywna,jakość
"Jakość jest wadliwa, po krótkim czasie pojawiły się problemy. Szkoda pieniędzy.",negatywna,jakość
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu. To nie powinno tak wyglądać.",negatywna,dostawa
"Jakość jest świetna, produkt wygląda solidnie i działa jak trzeba. Obsługa klienta też na plus.",pozytywna,jakość
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"Pudełko lekko pogniecione, ale zawartość na szczęście cała. Ogólnie jest w porządku.",neutralna,opakowanie
"Wykonanie kiepska — elementy są źle spasowane. To nie powinno tak wyglądać.",negatywna,jakość
"Bardzo dobre wykonanie, zgodne z opisem i zdjęciami. Wszystko zgodnie z opisem.",pozytywna,jakość
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem. W sumie okej.",neutralna,dostawa
"Słabe pakowanie (producent) — aż się dziwię, że dotarło w całości. To nie powinno tak wyglądać.",negatywna,opakowanie
"Dostawa była błyskawiczna, paczka dotarła w 5 dni.",pozytywna,dostawa
"W porządku cenowo, ale bez rewelacji.",neutralna,cena
"Dostawa opóźniona o 10 dni i nikt nie poinformował. Musiałem składać reklamację.",negatywna,dostawa
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu.",pozytywna,dostawa
"Opakowanie było OK, choć mogłoby być lepiej zabezpieczone.",neutralna,opakowanie
"Opakowanie było małe i bardzo dobrze zabezpieczone, nic nie uszkodzone.",pozytywna,opakowanie
"Dostawa opóźniona o 7 dni i nikt nie poinformował. Szkoda pieniędzy.",negatywna,dostawa
"Świetnie zapakowane (producent) — dodatkowe wypełnienie i porządne pudełko. Obsługa klienta też na plus.",pozytywna,opakowanie
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu.",pozytywna,dostawa
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu. Obsługa klienta też na plus.",pozytywna,dostawa
"Cena świetna, szczególnie w promocji — warto.",pozytywna,cena
"Jakość OK, do codziennego użytku wystarczy.",neutralna,jakość
"Zaskoczyła mnie zaskakująco dobra jakość w tej cenie.",pozytywna,jakość
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super.",pozytywna,cena
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 2 dniach. Szkoda pieniędzy.",negatywna,dostawa
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super.",pozytywna,cena
"Opakowanie poprawne, nic szczególnego.",neutralna,opakowanie
"W tej cenie jest akceptowalnie, ale są też tańsze opcje.",neutralna,cena
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany. Szkoda pieniędzy.",negatywna,cena
"Cena za wysoka jak na to, co dostaję.",negatywna,cena
"Produkt w porządku, nic wyjątkowego, ale spełnia swoje zadanie.",neutralna,jakość
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu. Obsługa klienta też na plus.",pozytywna,dostawa
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super.",pozytywna,cena
"Jakość zgodna z opisem, do codziennego użytku wystarczy.",neutralna,jakość
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Zabezpieczenia super, zero ryzyka w transporcie.",pozytywna,opakowanie
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany. To nie powinno tak wyglądać.",negatywna,cena
"Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko.",pozytywna,opakowanie
"Cena świetna, szczególnie w promocji — warto.",pozytywna,cena
"Paczka przyszła w idealnym stanie, opakowanie na prezent. Wszystko zgodnie z opisem.",pozytywna,opakowanie
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne.",negatywna,opakowanie
"Wykonanie standardowe, bez większych minusów i plusów.",neutralna,jakość
"Jakość jest bardzo dobra, produkt wygląda solidnie i działa jak trzeba. Kupione na prezent i się sprawdziło.",pozytywna,jakość
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej.",neutralna,dostawa
"Produkt przeciętna, nic wyjątkowego, ale spełnia swoje zadanie.",neutralna,jakość
"Za 25€ to rewelacja, spodziewałem się gorszej jakości.",pozytywna,cena
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas.",pozytywna,dostawa
"Zabezpieczenia super, zero ryzyka w transporcie.",pozytywna,opakowanie
"Cena OK, choć liczyłem na większą promocję.",neutralna,cena
"Świetnie zapakowane (producent) — dodatkowe wypełnienie i porządne pudełko.",pozytywna,opakowanie
"Zaskoczyła mnie super jakość w tej cenie.",pozytywna,jakość
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Zaskoczyła mnie świetna jakość w tej cenie.",pozytywna,jakość
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień.",negatywna,dostawa
"Zabezpieczenia super, zero ryzyka w transporcie.",pozytywna,opakowanie
"Zabezpieczenia super, zero ryzyka w transporcie.",pozytywna,opakowanie
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem.",neutralna,dostawa
"W tej cenie jest akceptowalnie, ale są też tańsze opcje.",neutralna,cena
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas.",pozytywna,dostawa
"Dostawa była błyskawiczna, paczka dotarła w 3 dni.",pozytywna,dostawa
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas.",pozytywna,dostawa
"W tej cenie jest akceptowalnie, ale są też tańsze opcje.",neutralna,cena
"Jakość OK, do codziennego użytku wystarczy.",neutralna,jakość
"Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko.",pozytywna,opakowanie
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas.",pozytywna,dostawa
"Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko.",pozytywna,opakowanie
"Cena standardowa, ani tanio ani drogo. Zobaczymy jak będzie dalej.",neutralna,cena
"Jakość zgodna z ceną, bez zaskoczeń. Nie mam większych uwag.",neutralna,jakość
"Niestety niedopracowana materiały, spodziewałem się czegoś lepszego. Szkoda pieniędzy.",negatywna,jakość
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem.",neutralna,dostawa
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej.",neutralna,dostawa
"Paczka przyszła w idealnym stanie, opakowanie na prezent. Wszystko zgodnie z opisem.",pozytywna,opakowanie
"Cena OK, choć liczyłem na większą promocję. Nie mam większych uwag.",neutralna,cena
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu.",pozytywna,dostawa
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane. Musiałem składać reklamację.",negatywna,opakowanie
"Wykonanie niedopracowana — elementy są źle spasowane. Musiałem składać reklamację.",negatywna,jakość
"Jakość jest krucha, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje. Kupione na prezent i się sprawdziło.",pozytywna,jakość
"Za 80€ to rewelacja, spodziewałem się gorszej jakości. Na razie bez zastrzeżeń.",pozytywna,cena
"Zabezpieczenia super, zero ryzyka w transporcie.",pozytywna,opakowanie
"Za 30€ to rewelacja, spodziewałem się gorszej jakości.",pozytywna,cena
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej.",neutralna,dostawa
"Zabezpieczenia super, zero ryzyka w transporcie. Obsługa klienta też na plus.",pozytywna,opakowanie
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Cena standardowa, ani tanio ani drogo. Nie mam większych uwag.",neutralna,cena
"Cena za wysoka jak na to, co dostaję. To nie powinno tak wyglądać.",negatywna,cena
"Opakowanie było OK, choć mogłoby być lepiej zabezpieczone.",neutralna,opakowanie
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super.",pozytywna,cena
"Dostawa była błyskawiczna, paczka dotarła w 1 dni. Obsługa klienta też na plus.",pozytywna,dostawa
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany.",negatywna,cena
"Jakość jest solidna, produkt wygląda solidnie i działa jak trzeba. Obsługa klienta też na plus.",pozytywna,jakość
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej.",neutralna,dostawa
"Pudełko lekko pogniecione, ale zawartość na szczęście cała.",neutralna,opakowanie
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane. Kontakt ze sklepem utrudniony.",negatywna,opakowanie
"Za 15€ to rewelacja, spodziewałem się gorszej jakości.",pozytywna,cena
"Paczka przyszła w idealnym stanie, opakowanie na prezent.",pozytywna,opakowanie
"Zaskoczyła mnie solidna jakość w tej cenie.",pozytywna,jakość
"Cena świetna, szczególnie w promocji — warto. Kupione na prezent i się sprawdziło.",pozytywna,cena
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 10 dniach. Kontakt ze sklepem utrudniony.",negatywna,dostawa
"Zbyt drogo w porównaniu do konkurencji, nie warto.",negatywna,cena
"Cena za wysoka jak na to, co dostaję. Szkoda pieniędzy.",negatywna,cena
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje. Obsługa klienta też na plus.",pozytywna,jakość
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje. Na razie bez zastrzeżeń.",pozytywna,jakość
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem.",neutralna,dostawa
"Bardzo korzystna cena (producent), na pewno kupię ponownie. Na razie bez zastrzeżeń.",pozytywna,cena
"Cena standardowa, ani tanio ani drogo. Zobaczymy jak będzie dalej.",neutralna,cena
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem.",neutralna,dostawa
"Dostawa opóźniona o 7 dni i nikt nie poinformował.",negatywna,dostawa
"Cena świetna, szczególnie w promocji, warto.",pozytywna,cena
"Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne. Szkoda pieniędzy.",negatywna,opakowanie
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"Bardzo dobre wykonanie, zgodne z opisem i zdjęciami.",pozytywna,jakość
"Cena OK, choć liczyłem na większą promocję.",neutralna,cena
"Bardzo dobre wykonanie, zgodne z opisem i zdjęciami. Kupione na prezent i się sprawdziło.",pozytywna,jakość
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień. Musiałem składać reklamację.",negatywna,dostawa
"Wykonanie standardowe (marka), bez większych minusów i plusów. Nie mam większych uwag.",neutralna,jakość
"Bardzo korzystna cena, na pewno kupię ponownie.",pozytywna,cena
"Produkt przyszedł z wadą, wygląda na rozczarowująca kontrolę jakości.",negatywna,jakość
"Zabezpieczenia super, zero ryzyka w transporcie.",pozytywna,opakowanie
"Wysyłka w porządku, bez niespodzianek.",neutralna,dostawa
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu.",pozytywna,dostawa
"Dostawa dotarła w 3 dni, czyli standardowo.",neutralna,dostawa
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem.",neutralna,dostawa
"Wykonanie standardowe, bez większych minusów i plusów.",neutralna,jakość
"Wysyłka w porządku, bez niespodzianek.",neutralna,dostawa
"Dostawa była błyskawiczna, paczka dotarła w 2 dni.",pozytywna,dostawa
"Produkt przyszedł z wadą, wygląda na rozczarowująca kontrolę jakości.",negatywna,jakość
"Wysyłka w porządku, bez niespodzianek. W sumie okej.",neutralna,dostawa
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 2 dniach.",negatywna,dostawa
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje. Obsługa klienta też na plus.",pozytywna,jakość
"Zabezpieczenia super, zero ryzyka w transporcie. Kupione na prezent i się sprawdziło.",pozytywna,opakowanie
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje. Na razie bez zastrzeżeń.",pozytywna,jakość
"Pudełko lekko pogniecione, ale zawartość na szczęście cała. Zobaczymy jak będzie dalej.",neutralna,opakowanie
